4.763042, -8.516374, 4.785949, -8.516186, 
5.00846, -8.510933, 5.059726, -8.506757, 
5.059726, -8.506757, 5.082633, -8.505136, 
5.282369, -8.427435, 5.292758, -8.422308, 
5.082633, -7.919128, 5.031368, -7.914066, 
4.860114, -7.906617, 4.808854, -7.904297, 
4.289659, -7.902599, 4.266754, -7.902448, 
4.067142, -7.905268, 4.044235, -7.905079, 
3.895896, -7.904213, 3.844631, -7.904593, 
3.580619, -7.844513, 3.571905, -7.828924, 
3.558452, -7.60639, 3.558421, -7.583488, 
3.557077, -7.235541, 3.557261, -7.212638, 
3.557039, -7.161383, 3.557677, -7.110128, 
3.55642, -6.961751, 3.556151, -6.938849, 
3.551818, -6.665078, 3.550842, -6.642157, 
3.548053, -6.220052, 3.548017, -6.197149, 
3.548318, -5.529608, 3.547432, -5.478353, 
3.552187, -4.787909, 3.551987, -4.736654, 
3.550915, -4.120367, 3.551469, -4.069112, 
3.553288, -3.67536, 3.555249, -3.624063, 
3.564717, -3.378668, 3.564184, -3.327413, 
3.56372, -3.30451, 3.543835, -3.253213, 
3.302528, -3.19159, 3.251262, -3.191252, 
3.154189, -3.190313, 3.131282, -3.18954, 
2.930522, -3.504081, 2.930725, -3.526983, 
2.930519, -3.578238, 2.930411, -3.601141, 
2.927782, -3.800773, 2.927396, -3.823675, 
2.927353, -3.87493, 2.927221, -3.897833, 
2.929043, -4.120367, 2.926902, -4.171622, 
2.922534, -4.491217, 2.924274, -4.542472, 
2.927709, -4.639532, 2.927419, -4.690829, 
2.92479, -5.158758, 2.9245, -5.210013, 
2.929614, -5.506705, 2.930427, -5.529608, 
2.93167, -5.580598, 2.932171, -5.598695, 
2.938069, -6.197149, 2.938143, -6.248404, 
2.93836, -6.271307, 2.937685, -6.322562, 
2.944765, -7.013006, 2.945414, -7.064304, 
2.948701, -7.360953, 2.948894, -7.383856, 
2.950743, -7.583488, 2.950788, -7.60639, 
2.949848, -7.806022, 2.948151, -7.828924, 
2.93167, -7.869409, 2.912543, -7.879965, 
2.868591, -7.903082, 2.864814, -7.903459, 
2.634994, -7.906444, 2.583728, -7.905938, 
1.916187, -7.906479, 1.893279, -7.90597, 
1.7002, -8.325187, 1.700619, -8.348089, 
2.041625, -8.520025, 2.092886, -8.518801, 
2.537914, -8.515406, 2.560821, -8.515217, 
3.302528, -8.515179, 3.353793, -8.5148, 
5.00846, 3.468714, 5.015685, 3.504065, 
5.018538, 3.51922, 5.015685, 3.52561, 
5.015685, 3.52561, 5.00846, 3.541008, 
4.446985, 3.594357, 4.415092, 3.593701, 
4.215488, 3.595585, 4.192581, 3.595566, 
4.044235, 3.596108, 3.992974, 3.59594, 
3.599212, 3.600563, 3.547946, 3.602377, 
3.473773, 3.6187, 3.450866, 3.625599, 
3.407228, 5.225153, 3.424461, 5.27645, 
3.424461, 5.27645, 3.432114, 5.299372, 
3.450866, 5.325593, 3.475017, 5.358751, 
3.50186, 5.424784, 3.508945, 5.447687, 
3.516106, 5.544747, 3.518653, 5.596002, 
3.080016, 5.906262, 3.028751, 5.904448, 
3.005843, 5.903656, 2.954578, 5.901294, 
2.857505, 5.897351, 2.80624, 5.896254, 
2.486648, 5.890755, 2.435382, 5.870759, 
2.537914, 5.273257, 2.560821, 5.273521, 
2.834598, 5.287082, 2.857505, 5.285404, 
2.92877, 4.928461, 2.929666, 4.877206, 
2.929673, 4.705988, 2.929462, 4.654733, 
2.932523, 3.838815, 2.932659, 3.815912, 
2.932659, 3.815912, 2.932564, 3.764657, 
2.930715, 3.296747, 2.930425, 3.24545, 
2.930425, 3.24545, 2.930085, 3.222528, 
2.92854, 2.703363, 2.928023, 2.652108, 
2.93167, 2.110185, 2.931682, 2.109979, 
2.932723, 1.910409, 2.932223, 1.887506, 
2.934265, 1.613717, 2.934173, 1.590814, 
2.934221, 1.317025, 2.933712, 1.294123, 
2.933712, 1.294123, 2.934973, 1.242867, 
2.93541, 1.094491, 2.935116, 1.071588, 
2.933752, 0.552423, 2.933878, 0.501126, 
2.934749, 0.329889, 2.934879, 0.306986, 
2.934989, 0.181574, 2.934857, 0.130276, 
2.934604, -0.04096, 2.934531, -0.063863, 
2.932759, -0.189276, 2.932514, -0.193819, 
2.936329, -0.611442, 2.936668, -0.634344, 
2.937263, -1.204807, 2.937282, -1.227728, 
2.93802, -1.649833, 2.938055, -1.672735, 
2.940755, -2.09484, 2.943132, -2.117743, 
3.376701, -2.199752, 3.427961, -2.198444, 
3.554454, -1.91813, 3.554153, -1.895209, 
3.553489, -1.672735, 3.552651, -1.62148, 
3.550148, -1.079352, 3.549194, -1.028097, 
3.578457, -0.551968, 3.599212, -0.532689, 
4.808854, -0.060014, 4.785949, -0.059392, 
4.466357, -0.057664, 4.415092, -0.057453, 
4.192581, -0.057637, 4.141315, -0.058227, 
3.970069, -0.059786, 3.918804, -0.059955, 
3.895896, -0.060068, 3.844631, -0.060532, 
3.448258, -0.045306, 3.440612, -0.04096, 
3.392333, 0.404047, 3.392323, 0.455302, 
3.392715, 0.603678, 3.392965, 0.626581, 
3.399184, 0.923273, 3.398725, 0.974528, 
3.3984, 1.197043, 3.398435, 1.219965, 
3.397871, 1.27122, 3.397583, 1.294123, 
3.397315, 1.590814, 3.396983, 1.642069, 
3.396457, 1.961664, 3.396721, 2.012919, 
3.395989, 2.184137, 3.395937, 2.235434, 
3.400126, 3.148371, 3.401049, 3.199626, 
3.821723, 3.459469, 3.844631, 3.458942, 
4.118408, 3.453774, 4.169673, 3.453352, 
4.91138, 3.438904, 4.934287, 3.440016, 
-1.725471, -0.685599, -1.725431, -0.708502, 
-1.725172, -0.759757, -1.724611, -0.78266, 
-1.723925, -0.931036, -1.723714, -0.982291, 
-1.724034, -1.005194, -1.723528, -1.028097, 
-1.713504, -1.99233, -1.71333, -2.043585, 
-1.712087, -2.117743, -1.711444, -2.168998, 
-1.73392, -2.596794, -1.741097, -2.612326, 
-2.089042, -2.690646, -2.111947, -2.707196, 
-2.113516, -2.711126, -2.122275, -2.762382, 
-2.126289, -2.859442, -2.126964, -2.910697, 
-2.126964, -2.910697, -2.127452, -2.9336, 
-2.127452, -2.9336, -2.125221, -2.984897, 
-1.963608, -3.103512, -1.912343, -3.10309, 
-1.716502, -3.526983, -1.716628, -3.578238, 
-1.716682, -3.601141, -1.716487, -3.652438, 
-1.714826, -4.097465, -1.714823, -4.120367, 
-1.714507, -4.542472, -1.714882, -4.565375, 
-1.714882, -4.565375, -1.714602, -4.61663, 
-1.714198, -5.580863, -1.714525, -5.603766, 
-1.714525, -5.603766, -1.714589, -5.655021, 
-1.713827, -5.8263, -1.714159, -5.877555, 
-1.714714, -5.974615, -1.714703, -6.025913, 
-1.318974, -6.242279, -1.296067, -6.23538, 
-1.244193, -5.849202, -1.243972, -5.8263, 
-1.245991, -4.884969, -1.246036, -4.862066, 
-1.246742, -4.787909, -1.246937, -4.736654, 
-1.246907, -4.342901, -1.247582, -4.291604, 
-1.247539, -4.268683, -1.24756, -4.217428, 
-1.245382, -3.920755, -1.245377, -3.897833, 
-1.246172, -3.749518, -1.245344, -3.698263, 
-1.246348, -3.281589, -1.246337, -3.230292, 
-1.244607, -3.007818, -1.244306, -2.956521, 
-1.240899, -2.488592, -1.240573, -2.437337, 
-1.246811, -1.695638, -1.247542, -1.672735, 
-1.25016, -1.598578, -1.251004, -1.54728, 
-1.25538, -1.153509, -1.255812, -1.102254, 
-0.406022, -0.025744, -0.387658, -0.026469, 
-0.269618, -0.031536, -0.257676, -0.032067, 
-0.035165, -0.035977, -0.030635, -0.033197, 
0.037338, 0.329889, 0.038104, 0.400595, 
0.037934, 0.407499, 0.031881, 0.473438, 
0.038792, 1.213102, 0.038911, 1.219965, 
0.025227, 1.716227, 0.024369, 1.73913, 
0.034356, 2.035822, 0.033087, 2.075108, 
-0.068005, 2.385134, -0.084378, 2.349441, 
-0.109337, 2.300339, -0.114411, 2.284225, 
-0.114411, 2.284225, -0.123099, 2.258356, 
-0.181063, 2.109979, -0.185288, 2.101931, 
-0.346989, 1.493745, -0.353105, 1.36828, 
-0.293547, 0.745677, -0.283207, 0.698558, 
-0.252471, 0.647745, -0.239146, 0.63223, 
-0.44424, 0.499089, -0.480187, 0.494787, 
-1.031922, 0.445672, -1.073556, 0.442189, 
-1.147729, 0.438512, -1.169784, 0.475972, 
-1.169784, 0.475972, -1.171498, 0.478205, 
-1.221902, 0.507093, -1.226216, 0.531035, 
-1.24619, 0.923273, -1.247076, 0.974528, 
-1.249275, 1.197043, -1.248867, 1.219965, 
-1.248409, 1.294123, -1.248602, 1.317025, 
-1.249034, 1.419535, -1.2489, 1.442438, 
-1.24993, 1.664972, -1.250468, 1.716227, 
-1.254093, 1.938761, -1.254001, 1.961664, 
-1.253549, 2.109979, -1.254182, 2.161235, 
-1.255279, 2.235434, -1.255411, 2.258356, 
-1.255024, 2.332514, -1.254971, 2.383769, 
-1.257648, 2.925897, -1.257901, 2.977152, 
-1.260627, 3.199626, -1.260601, 3.222528, 
-1.261254, 3.718852, -1.260839, 3.741754, 
-1.260864, 3.964289, -1.260468, 4.015544, 
-1.259795, 4.089701, -1.259623, 4.112604, 
-1.258685, 4.534709, -1.258579, 4.557611, 
-1.261288, 4.928461, -1.261483, 4.979758, 
-1.262471, 5.150995, -1.245997, 5.20225, 
-1.221902, 5.242003, -1.170636, 5.258919, 
-0.618419, 5.294829, -0.614027, 5.299372, 
-0.58925, 5.373529, -0.589872, 5.424784, 
-0.596068, 5.596002, -0.59783, 5.6473, 
-0.59979, 5.721476, -0.600244, 5.744379, 
-0.702698, 5.883417, -0.753964, 5.885653, 
-0.828137, 5.885864, -0.851044, 5.885562, 
-0.925217, 5.885135, -0.976478, 5.884882, 
-1.444413, 5.831507, -1.495678, 5.831675, 
-1.666264, 5.816512, -1.666924, 5.816191, 
-1.732403, 5.544747, -1.732389, 5.521845, 
-1.731939, 5.447687, -1.732915, 5.396432, 
-1.734831, 5.248074, -1.734878, 5.225153, 
-1.734755, 5.09974, -1.734797, 5.076837, 
-1.734159, 5.053935, -1.731686, 5.00268, 
-1.731611, 4.409296, -1.732128, 4.358041, 
-1.735584, 3.964289, -1.736586, 3.912991, 
-1.739564, 3.741754, -1.740397, 3.715389, 
-1.744524, 3.542142, -1.744694, 3.51922, 
-1.744694, 3.51922, -1.743323, 3.467965, 
-1.740601, 2.795165, -1.740401, 2.777521, 
-1.735269, 2.355416, -1.735121, 2.332514, 
-1.734008, 2.207059, -1.733784, 2.184137, 
-1.732904, 2.132882, -1.73251, 2.109979, 
-1.732616, 2.058724, -1.732757, 2.035822, 
-1.732757, 2.035822, -1.732662, 1.984567, 
-1.726428, 1.36828, -1.725716, 1.317025, 
-1.724042, 1.071588, -1.723894, 1.020333, 
-1.725939, 0.700739, -1.727347, 0.649484, 
-1.727729, 0.575326, -1.727644, 0.552423, 
-1.725535, 0.42695, -1.725215, 0.404047, 
-1.723623, 0.255731, -1.722231, 0.204476, 
-1.714085, 0.033197, -1.713496, 0.010295, 
-1.713663, -0.286397, -1.718235, -0.337652, 
3.306027, 7.531134, 3.302528, 7.534132, 
-1.518586, -8.515841, -1.46732, -8.515925, 
-1.393147, -8.515818, -1.37024, -8.515761, 
-1.37024, -8.515761, -1.318974, -8.515803, 
-0.651438, -8.517773, -0.628533, -8.518452, 
-0.257676, -7.90333, -0.274391, -7.903715, 
-1.251693, -7.703469, -1.251509, -7.680548, 
-1.251481, -7.383856, -1.266758, -7.332601, 
-1.273357, -7.309698, -1.289114, -7.293541, 
-1.518586, -7.267552, -1.569846, -7.268649, 
-2.408631, -7.905927, -2.459897, -7.90559, 
-3.002, -7.904223, -3.053265, -7.903717, 
-3.224511, -7.906988, -3.242838, -7.91123, 
-3.494514, -8.422308, -3.474987, -8.431054, 
-3.173251, -8.513569, -3.150345, -8.513871, 
-3.150345, -8.513871, -3.09908, -8.514166, 
-3.076173, -8.514147, -3.053265, -8.513714, 
-2.060686, -8.51659, -2.037781, -8.516344, 
